Title,Director,Cast,Genre,comb
anaamika,Sekhar Kammula,"Nayantara, Vaibhav Reddy, Pasupathy",Thriller,"Sekhar Kammula Nayantara, Vaibhav Reddy, Pasupathy Thriller"
kotha janta,Maruthi,"Allu Sirish, Regina Cassandra, Posani Krishna Murali, Rao Ramesh",Romance / Comedy,"Maruthi Allu Sirish, Regina Cassandra, Posani Krishna Murali, Rao Ramesh Romance / Comedy"
chandamama kathalu,Praveen Sattaru,"Krishnudu, Lakshmi Manchu, Chaitanya, Saikumar, Naresh",Anthology,"Praveen Sattaru Krishnudu, Lakshmi Manchu, Chaitanya, Saikumar, Naresh Anthology"
courier boy kalyan,Premsai,"Nithiin, Yami Gautam",Romance,"Premsai Nithiin, Yami Gautam Romance"
subramanyam for sale,Harish Shankar,"Sai Dharam Tej, Regina Cassandra, Adah Sharma, Naga Babu",Romance,"Harish Shankar Sai Dharam Tej, Regina Cassandra, Adah Sharma, Naga Babu Romance"
bale bale magadivoy,Maruthi,"Nani, Lavanya Tripathi",Comedy Romance,"Maruthi Nani, Lavanya Tripathi Comedy Romance"
dynamite,Deva Katta,"Manchu Vishnu, Pranitha Subhash, J. D. Chakravarthy",action,"Deva Katta Manchu Vishnu, Pranitha Subhash, J. D. Chakravarthy action"
best actors,Arun Pawar,"Nandu(Anand Krishna), Madhurima, Madhunandan, Kesha, Varshini Soundaryarajan",Rom Com,"Arun Pawar Nandu(Anand Krishna), Madhurima, Madhunandan, Kesha, Varshini Soundaryarajan Rom Com"
kick 2,Surender Reddy,"Ravi Teja, Rakul Preet Singh, Ravi Kishan, Brahmanandam, Rajpal Yadav",Action thriller,"Surender Reddy Ravi Teja, Rakul Preet Singh, Ravi Kishan, Brahmanandam, Rajpal Yadav Action thriller"
srimanthudu,Koratala Siva,"Mahesh Babu, Shruti Haasan, Jagapathi Babu, Mukesh Rishi, Sampath Raj, Rajendra Prasad",Action/Drama,"Koratala Siva Mahesh Babu, Shruti Haasan, Jagapathi Babu, Mukesh Rishi, Sampath Raj, Rajendra Prasad Action/Drama"
james bond,Sai Kishore Macha,"Allari Naresh, Sakshi Chaudhary",Comedy,"Sai Kishore Macha Allari Naresh, Sakshi Chaudhary Comedy"
baahubali: the beginning,S.S. Rajamouli,"Prabhas, Rana, Tamannaah, Anushka Shetty, Satyaraj, Ramya Krishnan, Nassar",Epic-Historical Film,"S.S. Rajamouli Prabhas, Rana, Tamannaah, Anushka Shetty, Satyaraj, Ramya Krishnan, Nassar Epic-Historical Film"
tippu,Jagadish,"Karthik, Kanika, Chalapathi Rao, Krishna Bhagavan",Romance,"Jagadish Karthik, Kanika, Chalapathi Rao, Krishna Bhagavan Romance"
tiger,Anand,"Sundeep Kishan, Seerat Kapoor, Rahul Ravindran",Romance,"Anand Sundeep Kishan, Seerat Kapoor, Rahul Ravindran Romance"
jadoogadu,Yogie,"Naga Shourya, Sonarika, Ajay, Kota Srinivasa Rao, Saptagiri",Romance,"Yogie Naga Shourya, Sonarika, Ajay, Kota Srinivasa Rao, Saptagiri Romance"
vinavayya ramayya,Prasad,"Anvesh, Kruthika, Prakash Raj, Brahmanandam",Action,"Prasad Anvesh, Kruthika, Prakash Raj, Brahmanandam Action"
krishnamma kalipindi iddarini,R. Chandru,"Sudheer Babu, Nanditha, M.S. Narayana, Saptagiri",Romance,"R. Chandru Sudheer Babu, Nanditha, M.S. Narayana, Saptagiri Romance"
kerintha,Kiran,"Sumanth, Sri Divya, Tejaswi",Romance,"Kiran Sumanth, Sri Divya, Tejaswi Romance"
lava kusa,Jay,"Varun Sandesh, Richa Panai, Babu Mohan, Brahmanandam",Romance,"Jay Varun Sandesh, Richa Panai, Babu Mohan, Brahmanandam Romance"
chandrika,Yogesh,"Jayram Karthik, Kamna Jethmalani, Srimukhi, Girish Karnad, Satyam Rajesh",Horror,"Yogesh Jayram Karthik, Kamna Jethmalani, Srimukhi, Girish Karnad, Satyam Rajesh Horror"
jyothi lakshmi,Puri Jagannadh,Charmy Kaur,Female-Oriented,Puri Jagannadh Charmy Kaur Female-Oriented
where is vidya balan,Srinivas,"Prince, Sethi",Romance,"Srinivas Prince, Sethi Romance"
shivam,Srinivas Reddy,"Ram, Raashi Khanna",Action & comedy,"Srinivas Reddy Ram, Raashi Khanna Action & comedy"
shankarabharanam,Uday,"Nikhil, Nanditha",Crime comedy,"Uday Nikhil, Nanditha Crime comedy"
bruce lee,Srinu Vaitla,"Ram Charan, Rakul Preet Singh, Kriti Kharbanda, Brahmanandam",Action & comedy,"Srinu Vaitla Ram Charan, Rakul Preet Singh, Kriti Kharbanda, Brahmanandam Action & comedy"
jathakalisey,Rakesh Sashii,"Ashwin Babu, Tejaswi Madivada, Snigdha, Shakalaka Shankar, Dhanaraj, Satyadev",Romantic Comedy,"Rakesh Sashii Ashwin Babu, Tejaswi Madivada, Snigdha, Shakalaka Shankar, Dhanaraj, Satyadev Romantic Comedy"
singham 123,Akshat Sharma,Sampoornesh Babu,Comedy,Akshat Sharma Sampoornesh Babu Comedy
mama manchu alludu kanchu,Sriniwass Reddy,"Mohan Babu, Allari Naresh, Varun Sandesh, Poorna, Meena, Ramya Krishna",Comedy,"Sriniwass Reddy Mohan Babu, Allari Naresh, Varun Sandesh, Poorna, Meena, Ramya Krishna Comedy"
bhale manchi roju,Sriram Adittya. T,"Sudheer Babu, Wamiqa Gabbi, Dhanya Balakrishna, Sai Kumar",Romance action,"Sriram Adittya. T Sudheer Babu, Wamiqa Gabbi, Dhanya Balakrishna, Sai Kumar Romance action"
soukhyam,AS Ravi Kumar Chowdhary,"Gopichand, Regina Cassandra",Action & Romance,"AS Ravi Kumar Chowdhary Gopichand, Regina Cassandra Action & Romance"
loafer,Puri Jagannadh,"Varun Tej, Disha Patani",Action & Romance,"Puri Jagannadh Varun Tej, Disha Patani Action & Romance"
anaganaga oka chitram,J. Prabhakar Reddy,"Shiva, Megha Sree",Romance,"J. Prabhakar Reddy Shiva, Megha Sree Romance"
hitudu,Viplav,"Jagapathi Babu, Meera Nandan",Drama,"Viplav Jagapathi Babu, Meera Nandan Drama"
bengal tiger,Sampath Nandi,"Ravi Teja, Tamannaah Bhatia, Boman Irani, Raashi Khanna",Action & love,"Sampath Nandi Ravi Teja, Tamannaah Bhatia, Boman Irani, Raashi Khanna Action & love"
rudhramadevi,Gunasekhar,"Anushka Shetty, Allu Arjun, Rana Daggubati, Krishnam Raju, Prakash Raj",Historical film,"Gunasekhar Anushka Shetty, Allu Arjun, Rana Daggubati, Krishnam Raju, Prakash Raj Historical film"
veediki dookudekkuva,SatyaNarayana,"Srikanth, Kamna Jethmalani",love & action,"SatyaNarayana Srikanth, Kamna Jethmalani love & action"
size zero,Prakash,"Arya, Anushka, Sonal Chauhan",Love,"Prakash Arya, Anushka, Sonal Chauhan Love"
cheekati rajyam,Rajesh,"Kamal Haasan, Trisha, Prakash Raj",Thriller,"Rajesh Kamal Haasan, Trisha, Prakash Raj Thriller"
kumari 21f,Surya Pratap,"Raj Tarun, Heebah Patel",Love,"Surya Pratap Raj Tarun, Heebah Patel Love"
akhil,Vinayak,"Akhil Akkineni, Sayyeshaa",Action,"Vinayak Akhil Akkineni, Sayyeshaa Action"
tripura,Raj Kiran,"Colors Swathi, Naveen Chandra, Saptagiri, Rao Ramesh",Horror – thriller,"Raj Kiran Colors Swathi, Naveen Chandra, Saptagiri, Rao Ramesh Horror – thriller"
sher,Mallikarjun,"Kalyan Ram, Sonal Chauhan",Action & Romance,"Mallikarjun Kalyan Ram, Sonal Chauhan Action & Romance"
raju gari gadhi,Omkar,"Ashwin Babu, Dhanya Balakrishna","Horror, Comedy","Omkar Ashwin Babu, Dhanya Balakrishna Horror, Comedy"
columbus,R Samala,"Sumanth Ashwin, Seerat Kapoor, Mishti Chakraborty",Romance,"R Samala Sumanth Ashwin, Seerat Kapoor, Mishti Chakraborty Romance"
kanche,Krish,"Varun Tej, Pragya Jaiswal, Nikitin Dheer, Srinivas Avasarala",Fiction,"Krish Varun Tej, Pragya Jaiswal, Nikitin Dheer, Srinivas Avasarala Fiction"
thanu nenu,Ram Mohan,"Santosh, Avika Gor",Love,"Ram Mohan Santosh, Avika Gor Love"
asura,Krishna Vijay,"Nara Rohit, Priya Banerjee",Police Drama,"Krishna Vijay Nara Rohit, Priya Banerjee Police Drama"
mosagallaku mosagadu (2015 film),AN Bose,"Sudheer Babu, Nandini Rai, Abhimanyu",Crime Comedy,"AN Bose Sudheer Babu, Nandini Rai, Abhimanyu Crime Comedy"
pandaga chesko,Gopichand Malineni,"Ram, Rakul, Sonal Chauhan, Brahmanandam, Rao Ramesh",Family Drama,"Gopichand Malineni Ram, Rakul, Sonal Chauhan, Brahmanandam, Rao Ramesh Family Drama"
ramleela,Kiran,"Abijeet Duddala, Nanditha Raj, Havish",Romantic Entertainer,"Kiran Abijeet Duddala, Nanditha Raj, Havish Romantic Entertainer"
bham bolenath,Karthik Varma Dandu,"Navdeep, Naveen Chandra, Pooja Jhaveri",Drama,"Karthik Varma Dandu Navdeep, Naveen Chandra, Pooja Jhaveri Drama"
gayakudu,Kamal. G,"Ali Reza, Shriya Sharma, Santosh Pawan, M S Narayana, Sapta Giri",Romance,"Kamal. G Ali Reza, Shriya Sharma, Santosh Pawan, M S Narayana, Sapta Giri Romance"
nuvvu nenu okatavudaam,P. Narasimha Reddy,"Ranjith Swamy, Sana, Ali, Jaya Prakash Reddy",Romance,"P. Narasimha Reddy Ranjith Swamy, Sana, Ali, Jaya Prakash Reddy Romance"
bandipotu,Mohan Krishna Indraganti,"Allari Naresh,Eesha, Rao Ramesh, Tanikella Bharani, Srinivas Avasarala",Action-Comedy,"Mohan Krishna Indraganti Allari Naresh,Eesha, Rao Ramesh, Tanikella Bharani, Srinivas Avasarala Action-Comedy"
paddanandi premalo mari,Mahesh Upputuri,"Varun Sandesh, Vithika Sheru",Action,"Mahesh Upputuri Varun Sandesh, Vithika Sheru Action"
temper,Puri Jagannadh,"N. T. Rama Rao Jr., Kajal Aggarwal, Prakash Raj",Action,"Puri Jagannadh N. T. Rama Rao Jr., Kajal Aggarwal, Prakash Raj Action"
pesarattu,Mahesh Kathi,"Nandu, Nikitha Narayan, Sampoornesh Babu",Romance,"Mahesh Kathi Nandu, Nikitha Narayan, Sampoornesh Babu Romance"
malli malli idi rani roju,Kranthi Madhav,"Sharwanand, Nithya Menen, Tejaswi Madivada, Nassar, Pavitra Lokesh",Romance / Drama,"Kranthi Madhav Sharwanand, Nithya Menen, Tejaswi Madivada, Nassar, Pavitra Lokesh Romance / Drama"
gaddam gang,P. Santhosh,"Rajasekhar, Sheena Shahabadi, Naresh, Seetha",Drama / Comedy,"P. Santhosh Rajasekhar, Sheena Shahabadi, Naresh, Seetha Drama / Comedy"
ladies & gentleman,P B Manjunath,"Adivi Sesh, Chaitanya Krishna, Kamal Kamaraju, Nikitha Narayan",Romance/Anthology,"P B Manjunath Adivi Sesh, Chaitanya Krishna, Kamal Kamaraju, Nikitha Narayan Romance/Anthology"
top rankers,Gollapati Nageshwara Rao,"Rajendra Prasad, Sony Charistha",Drama,"Gollapati Nageshwara Rao Rajendra Prasad, Sony Charistha Drama"
intelligent idiots,Balaji Sanala,"Posani Krishna Murali, Vikram Shekar, Prabhjeet Kaur, Sapthagiri",Crime Comedy,"Balaji Sanala Posani Krishna Murali, Vikram Shekar, Prabhjeet Kaur, Sapthagiri Crime Comedy"
beeruva,Kanmani,"Sundeep Kishan, Surabhi",Romance/ Comedy,"Kanmani Sundeep Kishan, Surabhi Romance/ Comedy"
pataas,Anil Ravipudi,"Nandamuri Kalyan Ram, Shruti Sodhi, Sai Kumar",Action,"Anil Ravipudi Nandamuri Kalyan Ram, Shruti Sodhi, Sai Kumar Action"
gopala gopala,Kishore Kumar,"Daggubati Venkatesh, Pawan Kalyan, Shriya Saran, Mithun Chakraborthy",Satirical comedy,"Kishore Kumar Daggubati Venkatesh, Pawan Kalyan, Shriya Saran, Mithun Chakraborthy Satirical comedy"
mana kurralle,Veera Sankar,"Arvind Krishna, Rachana Malhotra, Krishnudu, Roopa Kaur",Drama,"Veera Sankar Arvind Krishna, Rachana Malhotra, Krishnudu, Roopa Kaur Drama"
a shyam gopal varma film,Rakesh Srinivas,"Shafi, Zoya Khan, L. B. Sriram, Jaya Prakash Reddy",Satirical comedy,"Rakesh Srinivas Shafi, Zoya Khan, L. B. Sriram, Jaya Prakash Reddy Satirical comedy"
andhra pori,Raj Mudiraju,"Akash Puri, Ulka Gupta",Romance,"Raj Mudiraju Akash Puri, Ulka Gupta Romance"
surya vs surya,Karthik Ghattamaneni,"Nikhil Siddharth, Tanikella Bharani, Tridha Choudhary",Romance,"Karthik Ghattamaneni Nikhil Siddharth, Tanikella Bharani, Tridha Choudhary Romance"
naakaithe nachindi,Trinadh Kosuru,"Sri Balaji, Soni Charistha, Rishika Jairath, Krishna",Romance,"Trinadh Kosuru Sri Balaji, Soni Charistha, Rishika Jairath, Krishna Romance"
dorakadu,Varaprasad,"Sivaji, Gayathri Iyer, Suman, Ajay, Babu Mohan",Drama,"Varaprasad Sivaji, Gayathri Iyer, Suman, Ajay, Babu Mohan Drama"
tommy,Raja Vannemreddy,"Rajendra Prasad, Seetha, Deepak, Mumtaj, Suresh, Raghu Babu",Drama,"Raja Vannemreddy Rajendra Prasad, Seetha, Deepak, Mumtaj, Suresh, Raghu Babu Drama"
365 days,RGV,"Nandoo, Anaika Soti",thriller,"RGV Nandoo, Anaika Soti thriller"
anandam malli modalaindi,Akash,"Jai Akash, Jiya Khan, Alekhya, Thagubothu Ramesh",Romance,"Akash Jai Akash, Jiya Khan, Alekhya, Thagubothu Ramesh Romance"
dhee ante dhee,Srinivasa Rao,"Srikanth, Sonia Mann, Posani Krishna Murali, Brahmanandam",Action Comedy,"Srinivasa Rao Srikanth, Sonia Mann, Posani Krishna Murali, Brahmanandam Action Comedy"
lion,Satyadeva,"Nandamuri Balakrishna, Trisha Krishnan, Radhika Apte, Prakash Raj",Psychological Thriller,"Satyadeva Nandamuri Balakrishna, Trisha Krishnan, Radhika Apte, Prakash Raj Psychological Thriller"
dagudumootha dandakor,R.K Malineni,"Rajendra Prasad, Sara Arjun, Ravi Prakash",Family Romance,"R.K Malineni Rajendra Prasad, Sara Arjun, Ravi Prakash Family Romance"
rajahmundry ki 50 km duramloo,Vijay Surya,"Hemanth, Nairuthi,",Love Suspense Thriller,"Vijay Surya Hemanth, Nairuthi, Love Suspense Thriller"
dohchay,Sudheer Varma,"Naga Chaitanya, Kriti Sanon, Brahmanandam, Rao Ramesh",Action-Thriller,"Sudheer Varma Naga Chaitanya, Kriti Sanon, Brahmanandam, Rao Ramesh Action-Thriller"
kai raja kai,Siva Ganesh,"Josh Ravi, Maanas, Ram Khanna, Shravya, Shamili",Romantic drama,"Siva Ganesh Josh Ravi, Maanas, Ram Khanna, Shravya, Shamili Romantic drama"
varadhi,Kartikeya,"Kranthi, Sri Divya",Romance,"Kartikeya Kranthi, Sri Divya Romance"
dongaata,Vamsi Krishna,"Lakshmi Manchu, Adivi Sesh, Brahmanandam, Pragathi",Crime Comedy,"Vamsi Krishna Lakshmi Manchu, Adivi Sesh, Brahmanandam, Pragathi Crime Comedy"
s/o satyamurthy,Trivikram Srinivas,"Allu Arjun, Samantha, Nithya Menen, Upendra, Prakash Raj",Family Drama,"Trivikram Srinivas Allu Arjun, Samantha, Nithya Menen, Upendra, Prakash Raj Family Drama"
avunu 2,Ravi Babu,"Harshvardhan Rane, Poorna, Ravi Babu, Sanjjanaa, Nikita Thukral",Thriller,"Ravi Babu Harshvardhan Rane, Poorna, Ravi Babu, Sanjjanaa, Nikita Thukral Thriller"
jil,Radha Krishna,"Gopichand, Raashi Khanna, Srinivas Avasarala",Action,"Radha Krishna Gopichand, Raashi Khanna, Srinivas Avasarala Action"
rey,YVS Chowdary,"Sai Dharam Tej, Saiyami Kher, Shraddha Das, Tanikella Bharani",Musical,"YVS Chowdary Sai Dharam Tej, Saiyami Kher, Shraddha Das, Tanikella Bharani Musical"
janda pai kapiraju,Samuthirakani,"Nani, Amala Paul, Ragini Dwivedi, Tanikella Bharani",Action-Thriller,"Samuthirakani Nani, Amala Paul, Ragini Dwivedi, Tanikella Bharani Action-Thriller"
yevade subramanyam,Nag Ashwin,"Nani, Vijay Deverakonda, Malavika Nair, Ritu Varma",Adventure,"Nag Ashwin Nani, Vijay Deverakonda, Malavika Nair, Ritu Varma Adventure"
tungabhadra,Srinivas Gogineni,"Adith Arun, Dimple Chopade",Romance,"Srinivas Gogineni Adith Arun, Dimple Chopade Romance"
budugu,Manmohan,"Lakshmi Manchu, Indraja, Sridhar, Sana, Indu, Vani",Family Thriller,"Manmohan Lakshmi Manchu, Indraja, Sridhar, Sana, Indu, Vani Family Thriller"
calling bell,Panna Royal,"Ravi Verma, mamatha Rahuth, Vriti Khanna, Kishore, Jeeva, Chanti, Shankar, Venu",Horror – Thriller,"Panna Royal Ravi Verma, mamatha Rahuth, Vriti Khanna, Kishore, Jeeva, Chanti, Shankar, Venu Horror – Thriller"
thappatadugu,Sri Aarun,"Surya Teja, Naveena Jackson, Lakshman, Surabhi",Romance,"Sri Aarun Surya Teja, Naveena Jackson, Lakshman, Surabhi Romance"
jaguar,Mahadev,"Nikhil Gowda, Deepti Sati, Jagapati Babu, Ramya Krishna, Brahmanandam, Sampath Raj",Action,"Mahadev Nikhil Gowda, Deepti Sati, Jagapati Babu, Ramya Krishna, Brahmanandam, Sampath Raj Action"
banthi poola janaki,Nellutla Praveen Chander,"Dhanraj, Diksha Panth, Sudheer, Chandra",Comedy Thriller,"Nellutla Praveen Chander Dhanraj, Diksha Panth, Sudheer, Chandra Comedy Thriller"
avasaraniko abaddam,Suresh KV,"Lokesh, Rajesh, Shashank, Geethanjali",Thriller,"Suresh KV Lokesh, Rajesh, Shashank, Geethanjali Thriller"
janatha garage,Koratala Siva,"Mohanlal, NTR Jr., Nithya Menen, Samantha Ruth Prabhu",Action,"Koratala Siva Mohanlal, NTR Jr., Nithya Menen, Samantha Ruth Prabhu Action"
jo achyutananda,Srinivas Avasarala,"Nara Rohit, Naga Shourya, Regina Cassandra",Romantic Comedy,"Srinivas Avasarala Nara Rohit, Naga Shourya, Regina Cassandra Romantic Comedy"
majnu,Virinchi Varma,"Nani, Anu Emmanuel",Romantic Drama,"Virinchi Varma Nani, Anu Emmanuel Romantic Drama"
siddhartha,K V Dayanand Reddy,"Sagar, Sakshi Chaudhary, Kota Srinivasa Rao",Action Thriller,"K V Dayanand Reddy Sagar, Sakshi Chaudhary, Kota Srinivasa Rao Action Thriller"
hyper,Santosh Srinivas,"Ram Pothineni, Raashi Khanna, Sathyaraj , Rao Ramesh",Action Comedy,"Santosh Srinivas Ram Pothineni, Raashi Khanna, Sathyaraj , Rao Ramesh Action Comedy"
chuttalabbayi,Veerabhadram Chowdary,"Aadi, Namitha Pramod",Action Comedy,"Veerabhadram Chowdary Aadi, Namitha Pramod Action Comedy"
nirmala convent,G.Naga Koteshwar Rao,"Roshan Meka, Shriya Sharma, Akkineni Nagarjuna",Romantic Comedy,"G.Naga Koteshwar Rao Roshan Meka, Shriya Sharma, Akkineni Nagarjuna Romantic Comedy"
aatadukundam raa,G. Nageswar Reddy,"Sushanth, Sonam Bajwa",Romance,"G. Nageswar Reddy Sushanth, Sonam Bajwa Romance"
iddaram,Sudhakar Vinukonda,"Sanjeev, Sai Krupa",Romantic thriller,"Sudhakar Vinukonda Sanjeev, Sai Krupa Romantic thriller"
bommala ramaram,Nishanth Pudhari,"Soori, Roopa Reddy, Priyadarshi Pullikonda, Thiruveer",Crime thriller,"Nishanth Pudhari Soori, Roopa Reddy, Priyadarshi Pullikonda, Thiruveer Crime thriller"
babu bangaram,Maruthi Dasari,"Daggubati Venkatesh, Nayanthara, Jagapati Babu",Action,"Maruthi Dasari Daggubati Venkatesh, Nayanthara, Jagapati Babu Action"
srirastu subhamastu,Parasuram,"Allu Sirish, Lavanya Tripathi, Prakash Raj, Sumalatha, Rao Ramesh, Sumithra",Romance,"Parasuram Allu Sirish, Lavanya Tripathi, Prakash Raj, Sumalatha, Rao Ramesh, Sumithra Romance"
manamantha,Chandra Sekhar Yeleti,"Mohanlal, Gouthami, Viswant Duddumpudi, Anisha Ambrose, S. P. Balasubrahmanyam",Drama,"Chandra Sekhar Yeleti Mohanlal, Gouthami, Viswant Duddumpudi, Anisha Ambrose, S. P. Balasubrahmanyam Drama"
jakkanna,Vamshi Krishna Akella,"Sunil, Mannara Chopra, Ashish Vidyarthi, Posani Krishna Murali",Comedy,"Vamshi Krishna Akella Sunil, Mannara Chopra, Ashish Vidyarthi, Posani Krishna Murali Comedy"
pellichoopulu,Tharun Bhascker Dhaassyam,"Vijay Deverakonda, Ritu Varma",Romantic comedy,"Tharun Bhascker Dhaassyam Vijay Deverakonda, Ritu Varma Romantic comedy"
nayaki,Goverdhan Reddy,"Nara Rohit, Trisha, Ganesh Venkatraman",Horror,"Goverdhan Reddy Nara Rohit, Trisha, Ganesh Venkatraman Horror"
selfie raja,G. Eshwar Reddy,"Allari Naresh, Sakshi Chaudhary, Kamna Jethmalani, Saptagiri",Comedy,"G. Eshwar Reddy Allari Naresh, Sakshi Chaudhary, Kamna Jethmalani, Saptagiri Comedy"
rojulu marayi,Murali Krishna Mudidani,"Chethan, Parwatheesham, Kruthika Jayakumar, Tejaswini, Raja Ravindra",Romance,"Murali Krishna Mudidani Chethan, Parwatheesham, Kruthika Jayakumar, Tejaswini, Raja Ravindra Romance"
arddhanaari,Bhanushanker Chowdary,"Arjun Yajath, Mouryaani",Action / Drama,"Bhanushanker Chowdary Arjun Yajath, Mouryaani Action / Drama"
abhinetri,A. L. Vijay,"Prabhu Deva, Tamannaah, Sonu Sood",Horror - Thriller,"A. L. Vijay Prabhu Deva, Tamannaah, Sonu Sood Horror - Thriller"
thikka,Sunil Reddy,"Sai Dharam Tej, Mannara Chopra, Rajendra Prasad (actor)",Action Comedy,"Sunil Reddy Sai Dharam Tej, Mannara Chopra, Rajendra Prasad (actor) Action Comedy"
eedu gold ehe,Veeru Potla,"Sunil, Richa Panai, Sushma Raj, Naresh, Puneet Issar",Romantic Drama,"Veeru Potla Sunil, Richa Panai, Sushma Raj, Naresh, Puneet Issar Romantic Drama"
pittagoda,Anudeep K V,"Vishwadev, Punarnavi Bhupalam",Coming-Of-Age,"Anudeep K V Vishwadev, Punarnavi Bhupalam Coming-Of-Age"
premam,Chandoo Mondeti,"Naga Chaitanya, Shruti Hassan, Anupama Parameswaran",Romantic Drama,"Chandoo Mondeti Naga Chaitanya, Shruti Hassan, Anupama Parameswaran Romantic Drama"
kundanapu bomma,Mullapudi Vara,"Chandini Chowdary, Sudhakar Komakula, Sudheer Varma, Aalapati Lakshmi",Drama,"Mullapudi Vara Chandini Chowdary, Sudhakar Komakula, Sudheer Varma, Aalapati Lakshmi Drama"
intlo deyyam nakem bhayam,G. Nageswara Reddy,"Allari Naresh, Kruthika Jayakumar, Rajendra Prasad",Comedy Horror,"G. Nageswara Reddy Allari Naresh, Kruthika Jayakumar, Rajendra Prasad Comedy Horror"
karam dosa,Trivikram Gajulapalli,"Shivakumar Ramachandravarapu, Surya Sreenivas, Y. Kasi Viswanath",Drama-Comedy-Social,"Trivikram Gajulapalli Shivakumar Ramachandravarapu, Surya Sreenivas, Y. Kasi Viswanath Drama-Comedy-Social"
appatlo okadundevadu,Sagar K. Chandra,"Nara Rohith, Sree Vishnu, Tanya Hope, Rajeev Kanakala, Posani Krishna Murali",Action,"Sagar K. Chandra Nara Rohith, Sree Vishnu, Tanya Hope, Rajeev Kanakala, Posani Krishna Murali Action"
sarabha,Narsimha Rao,"Aakash Kumar Sehdev, Mishti Chakravarty, Jayaprada, Nassar",Socio Fantasy,"Narsimha Rao Aakash Kumar Sehdev, Mishti Chakravarty, Jayaprada, Nassar Socio Fantasy"
vangaveeti,Ram Gopal Varma,"Sandeep Kumar, Vamsi Nakkanti, Vamsi Changanti, Naina Ganguly, Kautilya",Political drama,"Ram Gopal Varma Sandeep Kumar, Vamsi Nakkanti, Vamsi Changanti, Naina Ganguly, Kautilya Political drama"
sapthagiri express,Arun Pawar,"Saptagiri, Roshini Prakash, Ali, Posani Krishna Murali, Shayaji Shinde, Shakalaka Shankar",Romantic comedy,"Arun Pawar Saptagiri, Roshini Prakash, Ali, Posani Krishna Murali, Shayaji Shinde, Shakalaka Shankar Romantic comedy"
naanna nenu naa boyfriends,Bhaskar Bandi,"Hebah Patel, Tejaswi Madivada, Noel Sean, Parvateesam, Rao Ramesh, Sana",Romantic comedy,"Bhaskar Bandi Hebah Patel, Tejaswi Madivada, Noel Sean, Parvateesam, Rao Ramesh, Sana Romantic comedy"
janaki ramudu,T. Satish Babu,"Mouryaani, Naveen Sanjay, Arjun Yajath",Love Story,"T. Satish Babu Mouryaani, Naveen Sanjay, Arjun Yajath Love Story"
nenosta,Parand Kalyan,"Gnan Prakash, Surya Sreenivas, Priyanka Pallavi",Thriller,"Parand Kalyan Gnan Prakash, Surya Sreenivas, Priyanka Pallavi Thriller"
dhruva,Surender Reddy,"Ram Charan, Rakul Preet Singh, Aravind Swamy",Action - Thriller,"Surender Reddy Ram Charan, Rakul Preet Singh, Aravind Swamy Action - Thriller"
araku road lo,Wassudev,"Sairam Shankar, Nikesha Patel",Action - Thriller,"Wassudev Sairam Shankar, Nikesha Patel Action - Thriller"
jayammu nischayammu raa,Shiva Raj Kanumuri,"Srinivasa Reddy, Shamna Kasim, Posani Krishna Murali, Sree Vishnu, Ravi Varma, Krishnudu",Comedy,"Shiva Raj Kanumuri Srinivasa Reddy, Shamna Kasim, Posani Krishna Murali, Sree Vishnu, Ravi Varma, Krishnudu Comedy"
